,0
4141,100.0
4142,99.0
4143,102.0
4144,106.0
4145,110.0
4146,111.0
4147,116.0
4148,114.0
4149,126.0
4150,120.0
4151,118.0
4152,116.0
4153,111.0
4154,117.0
4155,122.0
4156,118.0
4157,124.0
4158,127.0
4159,126.0
4160,127.0
4161,132.0
4162,135.0
4163,125.0
4164,124.0
4165,128.0
4166,128.0
4167,126.0
4168,133.0
4169,133.0
4170,133.0
4171,129.0
4172,134.0
4173,138.0
4174,135.0
4175,138.0
4176,136.0
4177,137.0
4178,134.0
4179,134.0
4180,140.0
4181,136.0
4182,138.0
4183,138.0
4184,139.0
4185,138.0
4186,139.0
4187,128.0
4188,138.0
4189,134.0
4190,136.0
4191,132.0
4192,139.0
4193,139.0
4194,131.0
4195,134.0
4196,140.0
4197,138.0
4198,129.0
4199,133.0
4200,134.0
4201,131.0
4202,130.0
4203,134.0
4204,133.0
4205,130.0
4206,134.0
4207,134.0
4208,128.0
4209,136.0
4210,135.0
4211,137.0
4212,139.0
4213,142.0
4214,139.0
4215,140.0
4216,140.0
4217,140.0
4218,136.0
4219,139.0
4220,138.0
4221,143.0
4222,141.0
4223,135.0
4224,134.0
4225,136.0
4226,132.0
4227,131.0
4228,138.0
4229,132.0
4230,135.0
4231,134.0
4232,143.0
4233,133.0
4234,138.0
4235,132.0
4236,132.0
4237,132.0
4238,129.0
4239,128.0
4240,130.0
4241,134.0
4242,132.0
4243,132.0
4244,129.0
4245,128.0
4246,129.0
4247,129.0
4248,122.0
4249,126.0
4250,128.0
4251,130.0
4252,129.0
4253,124.0
4254,120.0
4255,121.0
4256,117.0
4257,113.0
4258,108.0
4259,108.0
4260,105.0
4261,106.0
4262,104.0
4263,108.0
4264,103.0
4265,100.0
4266,101.0
4267,98.0
4268,96.0
4269,96.0
4270,93.0
4271,88.0
4272,88.0
4273,92.0
4274,94.0
4275,90.0
4276,88.0
4277,88.0
4278,85.0
4279,83.0
4280,87.0
4281,81.0
4282,82.0
4283,83.0
4284,84.0
4285,88.0
4286,88.0
4287,95.0
4288,92.0
4289,85.0
4290,84.0
4291,87.0
4292,86.0
4293,82.0
4294,81.0
4295,82.0
4296,80.0
4297,78.0
4298,80.0
4299,85.0
4300,78.0
4301,80.0
4302,76.0
4303,76.0
4304,76.0
4305,77.0
4306,73.0
4307,68.0
4308,66.0
4309,65.0
4310,66.0
4311,64.0
4312,64.0
4313,62.0
4314,59.0
4315,55.0
4316,54.0
4317,52.0
4318,49.0
4319,46.0
4320,44.0
4321,44.0
4322,46.0
4323,42.0
4324,44.0
4325,40.0
4326,40.0
4327,33.0
4328,36.0
4329,34.0
4330,34.0
4331,29.0
4332,29.0
4333,30.0
4334,28.0
4335,27.0
4336,26.0
4337,23.0
4338,27.0
4339,24.0
4340,25.0
4341,26.0
4342,27.0
4343,24.0
4344,25.0
4345,26.0
4346,25.0
4347,23.0
4348,22.0
4349,21.0
4350,18.0
4351,16.0
4352,18.0
4353,16.0
4354,14.0
4355,15.0
4356,15.0
4357,15.0
4358,14.0
4359,14.0
4360,13.0
4361,13.0
4362,12.0
4363,14.0
4364,13.0
4365,12.0
4366,12.0
4367,12.0
4368,11.0
4369,11.0
4370,10.0
4371,13.0
4372,10.0
4373,11.0
4374,11.0
4375,12.0
4376,12.0
4377,12.0
4378,12.0
4379,10.0
4380,11.0
4381,12.0
4382,13.0
4383,14.0
4384,12.0
4385,12.0
4386,15.0
4387,17.0
4388,19.0
4389,18.0
4390,18.0
4391,17.0
4392,17.0
4393,19.0
4394,21.0
4395,24.0
4396,25.0
4397,28.0
4398,30.0
4399,29.0
4400,30.0
4401,34.0
4402,32.0
4403,32.0
4404,30.0
4405,33.0
4406,36.0
4407,38.0
4408,40.0
4409,42.0
4410,43.0
4411,45.0
4412,47.0
4413,49.0
4414,50.0
4415,52.0
4416,48.0
4417,47.0
4418,50.0
4419,53.0
4420,54.0
4421,55.0
4422,59.0
4423,64.0
4424,67.0
4425,70.0
4426,71.0
4427,72.0
4428,67.0
4429,70.0
4430,72.0
4431,72.0
4432,78.0
4433,78.0
4434,83.0
4435,83.0
4436,91.0
4437,96.0
4438,98.0
4439,92.0
4440,91.0
4441,94.0
4442,92.0
4443,96.0
4444,98.0
4445,102.0
4446,106.0
4447,107.0
4448,106.0
4449,113.0
4450,114.0
4451,112.0
4452,110.0
4453,110.0
4454,110.0
4455,111.0
4456,113.0
4457,114.0
4458,111.0
4459,118.0
4460,114.0
4461,117.0
4462,117.0
4463,121.0
4464,120.0
4465,119.0
4466,126.0
4467,126.0
4468,130.0
4469,131.0
4470,132.0
4471,133.0
4472,134.0
4473,136.0
4474,135.0
4475,134.0
4476,130.0
4477,132.0
4478,134.0
4479,133.0
4480,130.0
4481,132.0
4482,132.0
4483,130.0
4484,127.0
4485,130.0
4486,131.0
4487,129.0
4488,131.0
4489,131.0
4490,130.0
4491,130.0
4492,132.0
4493,131.0
4494,131.0
4495,134.0
4496,128.0
4497,131.0
4498,134.0
4499,129.0
4500,121.0
4501,126.0
4502,125.0
4503,127.0
4504,131.0
4505,127.0
4506,127.0
4507,128.0
4508,134.0
4509,131.0
4510,128.0
4511,128.0
4512,124.0
4513,127.0
4514,126.0
4515,124.0
4516,120.0
4517,123.0
4518,119.0
4519,122.0
4520,128.0
4521,125.0
4522,124.0
4523,119.0
4524,119.0
4525,118.0
4526,122.0
4527,123.0
4528,117.0
4529,120.0
4530,119.0
4531,118.0
4532,117.0
4533,111.0
4534,117.0
4535,110.0
4536,110.0
4537,111.0
4538,115.0
4539,114.0
4540,114.0
4541,110.0
4542,106.0
4543,104.0
4544,101.0
4545,97.0
4546,95.0
4547,93.0
4548,90.0
4549,92.0
4550,90.0
4551,92.0
4552,90.0
4553,89.0
4554,86.0
4555,84.0
4556,87.0
4557,87.0
4558,83.0
4559,82.0
4560,84.0
4561,82.0
4562,83.0
4563,82.0
4564,86.0
4565,87.0
4566,84.0
4567,82.0
4568,80.0
4569,81.0
4570,83.0
4571,79.0
4572,82.0
4573,77.0
4574,81.0
4575,76.0
4576,75.0
4577,74.0
4578,68.0
4579,70.0
4580,66.0
4581,64.0
4582,63.0
4583,61.0
4584,60.0
4585,58.0
4586,62.0
4587,62.0
4588,57.0
4589,56.0
4590,50.0
4591,51.0
4592,48.0
4593,46.0
4594,42.0
4595,41.0
4596,38.0
4597,38.0
4598,40.0
4599,38.0
4600,36.0
4601,34.0
4602,31.0
4603,33.0
4604,30.0
4605,31.0
4606,28.0
4607,25.0
4608,24.0
4609,22.0
4610,22.0
4611,22.0
4612,21.0
4613,19.0
4614,19.0
4615,19.0
4616,19.0
4617,18.0
4618,15.0
4619,14.0
4620,14.0
4621,14.0
4622,14.0
4623,14.0
4624,12.0
4625,12.0
4626,10.0
4627,11.0
4628,11.0
4629,11.0
4630,11.0
4631,10.0
4632,10.0
4633,9.0
4634,10.0
4635,10.0
4636,8.0
4637,9.0
4638,9.0
4639,9.0
4640,10.0
4641,10.0
4642,8.0
4643,9.0
4644,8.0
4645,8.0
4646,10.0
4647,10.0
4648,11.0
4649,11.0
4650,11.0
4651,13.0
4652,15.0
4653,14.0
4654,13.0
4655,12.0
4656,12.0
4657,14.0
4658,14.0
4659,16.0
4660,18.0
4661,19.0
4662,22.0
4663,25.0
4664,28.0
4665,29.0
4666,30.0
4667,28.0
4668,28.0
4669,30.0
4670,34.0
4671,40.0
4672,44.0
4673,48.0
4674,55.0
4675,68.0
4676,73.0
4677,83.0
4678,80.0
4679,80.0
4680,79.0
4681,84.0
4682,97.0
4683,107.0
4684,114.0
4685,113.0
4686,127.0
4687,122.0
4688,128.0
4689,121.0
4690,120.0
4691,120.0
4692,128.0
4693,128.0
4694,132.0
4695,140.0
4696,138.0
4697,128.0
4698,137.0
4699,132.0
4700,134.0
4701,127.0
4702,132.0
4703,127.0
4704,118.0
4705,130.0
4706,130.0
4707,125.0
4708,125.0
4709,114.0
4710,126.0
4711,117.0
4712,126.0
4713,118.0
4714,129.0
4715,114.0
4716,111.0
4717,104.0
4718,104.0
4719,108.0
4720,115.0
4721,123.0
4722,121.0
4723,113.0
4724,121.0
4725,117.0
4726,119.0
4727,116.0
4728,116.0
4729,120.0
4730,122.0
4731,118.0
4732,124.0
4733,116.0
4734,119.0
4735,118.0
4736,119.0
4737,124.0
4738,117.0
4739,116.0
4740,117.0
4741,123.0
4742,124.0
4743,120.0
4744,126.0
4745,123.0
4746,122.0
4747,122.0
4748,123.0
4749,128.0
4750,130.0
4751,126.0
4752,123.0
4753,125.0
4754,136.0
4755,128.0
4756,125.0
4757,130.0
4758,116.0
4759,126.0
4760,122.0
4761,121.0
4762,134.0
4763,126.0
4764,124.0
4765,131.0
4766,122.0
4767,132.0
4768,127.0
4769,127.0
4770,132.0
4771,135.0
4772,129.0
4773,138.0
4774,132.0
4775,134.0
4776,127.0
4777,129.0
4778,134.0
4779,129.0
4780,133.0
4781,132.0
4782,138.0
4783,144.0
4784,149.0
4785,139.0
4786,141.0
4787,132.0
4788,132.0
4789,135.0
4790,144.0
4791,142.0
4792,140.0
4793,137.0
4794,134.0
4795,134.0
4796,145.0
4797,141.0
4798,146.0
4799,147.0
4800,137.0
4801,146.0
4802,137.0
4803,144.0
4804,128.0
4805,131.0
4806,141.0
4807,138.0
4808,141.0
4809,136.0
4810,142.0
4811,138.0
4812,126.0
4813,139.0
4814,139.0
4815,130.0
4816,126.0
4817,126.0
4818,127.0
4819,130.0
4820,128.0
4821,122.0
4822,128.0
4823,120.0
4824,114.0
4825,114.0
4826,120.0
4827,117.0
4828,114.0
4829,114.0
4830,116.0
4831,105.0
4832,111.0
4833,118.0
4834,108.0
4835,111.0
4836,105.0
4837,102.0
4838,102.0
4839,97.0
4840,96.0
4841,95.0
4842,97.0
4843,93.0
4844,93.0
4845,90.0
4846,85.0
4847,85.0
4848,85.0
4849,86.0
4850,86.0
4851,90.0
4852,86.0
4853,82.0
4854,80.0
4855,81.0
4856,76.0
4857,81.0
4858,80.0
4859,75.0
4860,78.0
4861,83.0
4862,85.0
4863,78.0
4864,76.0
4865,76.0
4866,75.0
4867,72.0
4868,71.0
4869,71.0
4870,65.0
4871,58.0
4872,57.0
4873,61.0
4874,60.0
4875,61.0
4876,56.0
4877,52.0
4878,52.0
4879,48.0
4880,49.0
4881,49.0
4882,45.0
4883,38.0
4884,37.0
4885,38.0
4886,38.0
4887,37.0
4888,36.0
4889,34.0
4890,33.0
4891,34.0
4892,32.0
4893,30.0
4894,28.0
4895,26.0
4896,26.0
4897,27.0
4898,28.0
4899,25.0
4900,23.0
4901,19.0
4902,18.0
4903,18.0
4904,20.0
4905,18.0
4906,16.0
4907,14.0
4908,12.0
4909,14.0
4910,14.0
4911,14.0
4912,12.0
4913,12.0
4914,10.0
4915,12.0
4916,12.0
4917,12.0
4918,10.0
4919,10.0
4920,10.0
4921,11.0
4922,10.0
4923,10.0
4924,9.0
4925,8.0
4926,9.0
4927,9.0
4928,11.0
4929,10.0
4930,10.0
4931,9.0
4932,9.0
4933,9.0
4934,10.0
4935,11.0
4936,10.0
4937,10.0
4938,12.0
4939,12.0
4940,14.0
4941,14.0
4942,13.0
4943,14.0
4944,12.0
4945,13.0
4946,16.0
4947,16.0
4948,16.0
4949,18.0
4950,21.0
4951,25.0
4952,26.0
4953,30.0
4954,27.0
4955,29.0
4956,30.0
4957,30.0
4958,34.0
4959,40.0
4960,44.0
4961,50.0
4962,59.0
4963,66.0
4964,77.0
4965,80.0
4966,84.0
4967,79.0
4968,88.0
4969,91.0
4970,108.0
4971,118.0
4972,118.0
4973,122.0
4974,124.0
4975,123.0
4976,132.0
4977,135.0
4978,130.0
4979,130.0
4980,136.0
4981,128.0
4982,136.0
4983,137.0
4984,132.0
4985,131.0
4986,138.0
4987,137.0
4988,131.0
4989,129.0
4990,124.0
4991,116.0
4992,114.0
4993,118.0
4994,122.0
4995,119.0
4996,123.0
4997,126.0
4998,117.0
4999,127.0
5000,119.0
5001,122.0
5002,128.0
5003,122.0
5004,121.0
5005,120.0
5006,118.0
5007,120.0
5008,119.0
5009,120.0
5010,125.0
5011,120.0
5012,115.0
5013,114.0
5014,118.0
5015,117.0
5016,119.0
5017,108.0
5018,121.0
5019,119.0
5020,117.0
5021,124.0
5022,122.0
5023,119.0
5024,125.0
5025,118.0
5026,124.0
5027,116.0
5028,116.0
5029,127.0
5030,125.0
5031,124.0
5032,125.0
5033,126.0
5034,124.0
5035,122.0
5036,130.0
5037,120.0
5038,122.0
5039,122.0
5040,125.0
5041,124.0
5042,126.0
5043,124.0
5044,130.0
5045,127.0
5046,124.0
5047,131.0
5048,134.0
5049,135.0
5050,128.0
5051,128.0
5052,130.0
5053,129.0
5054,127.0
5055,128.0
5056,129.0
5057,126.0
5058,133.0
5059,132.0
5060,124.0
5061,134.0
5062,135.0
5063,132.0
5064,128.0
5065,128.0
5066,132.0
5067,133.0
5068,137.0
5069,126.0
5070,130.0
5071,136.0
5072,140.0
5073,138.0
5074,137.0
5075,136.0
5076,132.0
5077,137.0
5078,147.0
5079,148.0
5080,140.0
5081,134.0
5082,140.0
5083,146.0
5084,144.0
5085,144.0
5086,139.0
5087,136.0
5088,138.0
5089,138.0
5090,142.0
5091,134.0
5092,140.0
5093,140.0
5094,139.0
5095,138.0
5096,138.0
5097,134.0
5098,121.0
5099,129.0
5100,133.0
5101,123.0
5102,123.0
5103,123.0
5104,123.0
5105,123.0
5106,116.0
5107,118.0
5108,122.0
5109,124.0
5110,121.0
5111,120.0
5112,118.0
5113,119.0
5114,115.0
5115,118.0
5116,120.0
5117,115.0
5118,110.0
5119,116.0
5120,110.0
5121,115.0
5122,101.0
5123,108.0
5124,101.0
5125,103.0
5126,105.0
5127,90.0
5128,98.0
5129,91.0
5130,88.0
5131,90.0
5132,92.0
5133,88.0
5134,79.0
5135,80.0
5136,80.0
5137,80.0
5138,86.0
5139,81.0
5140,84.0
5141,83.0
5142,76.0
5143,75.0
5144,85.0
5145,78.0
5146,78.0
5147,79.0
5148,74.0
5149,69.0
5150,78.0
5151,76.0
5152,76.0
5153,76.0
5154,75.0
5155,74.0
5156,71.0
5157,70.0
5158,67.0
5159,63.0
5160,61.0
5161,58.0
5162,58.0
5163,60.0
5164,56.0
5165,53.0
5166,53.0
5167,56.0
5168,58.0
5169,54.0
5170,47.0
5171,42.0
5172,40.0
5173,41.0
5174,41.0
5175,35.0
5176,37.0
5177,36.0
5178,33.0
5179,32.0
5180,30.0
5181,30.0
5182,28.0
5183,25.0
5184,27.0
5185,27.0
5186,26.0
5187,24.0
5188,23.0
5189,19.0
5190,19.0
5191,18.0
5192,19.0
5193,18.0
5194,17.0
5195,14.0
5196,13.0
5197,13.0
5198,14.0
5199,14.0
5200,14.0
5201,12.0
5202,12.0
5203,12.0
5204,13.0
5205,13.0
5206,12.0
5207,11.0
5208,11.0
5209,11.0
5210,12.0
5211,10.0
5212,10.0
5213,9.0
5214,9.0
5215,10.0
5216,10.0
5217,10.0
5218,10.0
5219,10.0
5220,9.0
5221,9.0
5222,10.0
5223,10.0
5224,10.0
5225,10.0
5226,11.0
5227,12.0
5228,12.0
5229,13.0
5230,13.0
5231,11.0
5232,11.0
5233,13.0
5234,14.0
5235,15.0
5236,17.0
5237,17.0
5238,19.0
5239,24.0
5240,27.0
5241,29.0
5242,29.0
5243,28.0
5244,26.0
5245,31.0
5246,32.0
5247,39.0
5248,45.0
5249,47.0
5250,55.0
5251,62.0
5252,80.0
5253,80.0
5254,77.0
5255,80.0
5256,80.0
5257,90.0
5258,104.0
5259,110.0
5260,119.0
5261,108.0
5262,118.0
5263,125.0
5264,121.0
5265,134.0
5266,124.0
5267,133.0
5268,130.0
5269,134.0
5270,132.0
5271,142.0
5272,131.0
5273,136.0
5274,130.0
5275,131.0
5276,140.0
5277,136.0
5278,137.0
5279,123.0
5280,118.0
5281,121.0
5282,117.0
5283,121.0
5284,116.0
5285,116.0
5286,119.0
5287,124.0
5288,123.0
5289,121.0
5290,130.0
5291,123.0
5292,113.0
5293,116.0
5294,120.0
5295,119.0
5296,113.0
5297,113.0
5298,117.0
5299,126.0
5300,122.0
5301,123.0
5302,128.0
5303,118.0
5304,114.0
5305,116.0
5306,120.0
5307,115.0
5308,122.0
5309,124.0
5310,116.0
5311,123.0
5312,122.0
5313,127.0
5314,122.0
5315,121.0
5316,122.0
5317,124.0
5318,120.0
5319,129.0
5320,127.0
5321,124.0
5322,125.0
5323,126.0
5324,120.0
5325,131.0
5326,128.0
5327,124.0
5328,124.0
5329,127.0
5330,128.0
5331,123.0
5332,126.0
5333,125.0
5334,126.0
5335,121.0
5336,128.0
5337,127.0
5338,130.0
5339,128.0
5340,123.0
5341,138.0
5342,128.0
5343,140.0
5344,131.0
5345,127.0
5346,131.0
5347,127.0
5348,121.0
5349,131.0
5350,125.0
5351,118.0
5352,125.0
5353,125.0
5354,133.0
5355,140.0
5356,136.0
5357,128.0
5358,132.0
5359,142.0
5360,150.0
5361,151.0
5362,139.0
5363,136.0
5364,131.0
5365,136.0
5366,153.0
5367,152.0
5368,147.0
5369,137.0
5370,145.0
5371,153.0
5372,156.0
5373,161.0
5374,147.0
5375,142.0
5376,146.0
5377,151.0
5378,161.0
5379,153.0
5380,152.0
5381,146.0
5382,148.0
5383,156.0
5384,151.0
5385,149.0
5386,140.0
5387,144.0
5388,140.0
5389,136.0
5390,130.0
5391,127.0
5392,124.0
5393,129.0
5394,126.0
5395,129.0
5396,133.0
5397,129.0
5398,130.0
5399,126.0
5400,131.0
5401,130.0
5402,131.0
5403,123.0
5404,126.0
5405,119.0
5406,113.0
5407,114.0
5408,117.0
5409,107.0
5410,110.0
5411,114.0
5412,108.0
5413,108.0
5414,114.0
5415,114.0
5416,104.0
5417,100.0
5418,102.0
5419,96.0
5420,96.0
5421,92.0
5422,94.0
5423,89.0
5424,86.0
5425,90.0
5426,86.0
5427,90.0
5428,93.0
5429,84.0
5430,83.0
5431,82.0
5432,80.0
5433,80.0
5434,87.0
5435,85.0
5436,81.0
5437,89.0
5438,81.0
5439,86.0
5440,74.0
5441,77.0
5442,78.0
5443,75.0
5444,76.0
5445,74.0
5446,67.0
5447,66.0
5448,64.0
5449,64.0
5450,70.0
5451,60.0
5452,64.0
5453,59.0
5454,57.0
5455,55.0
5456,56.0
5457,51.0
5458,48.0
5459,44.0
5460,43.0
5461,41.0
5462,45.0
5463,41.0
5464,38.0
5465,34.0
5466,33.0
5467,34.0
5468,34.0
5469,34.0
5470,31.0
5471,29.0
5472,28.0
5473,29.0
5474,27.0
5475,28.0
5476,24.0
5477,21.0
5478,20.0
5479,19.0
5480,21.0
5481,20.0
5482,17.0
5483,15.0
5484,14.0
5485,15.0
5486,16.0
5487,14.0
5488,14.0
5489,13.0
5490,12.0
5491,14.0
5492,14.0
5493,14.0
5494,12.0
5495,12.0
5496,12.0
5497,12.0
5498,12.0
5499,12.0
5500,11.0
5501,11.0
5502,9.0
5503,10.0
5504,10.0
5505,10.0
5506,11.0
5507,10.0
5508,10.0
5509,10.0
5510,10.0
5511,10.0
5512,10.0
5513,10.0
5514,11.0
5515,13.0
5516,14.0
5517,14.0
5518,14.0
5519,13.0
5520,12.0
5521,12.0
5522,15.0
5523,18.0
5524,18.0
5525,18.0
5526,21.0
5527,25.0
5528,28.0
5529,30.0
5530,28.0
5531,28.0
5532,29.0
5533,30.0
5534,35.0
5535,40.0
5536,46.0
5537,48.0
5538,62.0
5539,70.0
5540,78.0
5541,85.0
5542,85.0
5543,80.0
5544,86.0
5545,96.0
5546,106.0
5547,116.0
5548,122.0
5549,127.0
5550,124.0
5551,126.0
5552,133.0
5553,127.0
5554,134.0
5555,135.0
5556,136.0
5557,146.0
5558,138.0
5559,146.0
5560,143.0
5561,149.0
5562,137.0
5563,135.0
5564,140.0
5565,133.0
5566,129.0
5567,128.0
5568,122.0
5569,120.0
5570,124.0
5571,128.0
5572,120.0
5573,118.0
5574,125.0
5575,125.0
5576,130.0
5577,120.0
5578,125.0
5579,126.0
5580,117.0
5581,117.0
5582,112.0
5583,116.0
5584,118.0
5585,118.0
5586,125.0
5587,116.0
5588,114.0
5589,118.0
5590,120.0
5591,122.0
5592,119.0
5593,119.0
5594,123.0
5595,122.0
5596,120.0
5597,124.0
5598,124.0
5599,124.0
5600,130.0
5601,125.0
5602,128.0
5603,124.0
5604,118.0
5605,122.0
5606,121.0
5607,131.0
5608,131.0
5609,124.0
5610,124.0
5611,124.0
5612,130.0
5613,130.0
5614,126.0
5615,115.0
5616,123.0
5617,126.0
5618,125.0
5619,126.0
5620,135.0
5621,127.0
5622,124.0
5623,128.0
5624,130.0
5625,129.0
5626,133.0
5627,129.0
5628,126.0
5629,122.0
5630,131.0
5631,121.0
5632,122.0
5633,124.0
5634,123.0
5635,126.0
5636,135.0
5637,129.0
5638,131.0
5639,130.0
5640,129.0
5641,129.0
5642,140.0
5643,133.0
5644,134.0
5645,135.0
5646,139.0
5647,142.0
5648,150.0
5649,148.0
5650,144.0
5651,138.0
5652,142.0
5653,150.0
5654,172.0
5655,169.0
5656,163.0
5657,165.0
5658,162.0
5659,176.0
5660,167.0
5661,161.0
5662,160.0
5663,148.0
5664,148.0
5665,153.0
5666,141.0
5667,142.0
5668,140.0
5669,142.0
5670,143.0
5671,149.0
5672,137.0
5673,129.0
5674,128.0
5675,124.0
5676,133.0
5677,130.0
5678,131.0
5679,122.0
5680,126.0
5681,126.0
5682,133.0
5683,130.0
5684,136.0
5685,134.0
5686,132.0
5687,130.0
5688,127.0
5689,134.0
5690,136.0
5691,128.0
5692,128.0
5693,126.0
5694,126.0
5695,121.0
5696,119.0
5697,115.0
5698,109.0
5699,116.0
5700,106.0
5701,114.0
5702,114.0
5703,103.0
5704,108.0
5705,98.0
5706,97.0
5707,97.0
5708,99.0
5709,93.0
5710,94.0
5711,93.0
5712,83.0
5713,90.0
5714,88.0
5715,92.0
5716,95.0
5717,96.0
5718,88.0
5719,88.0
5720,86.0
5721,86.0
5722,80.0
5723,80.0
5724,80.0
5725,82.0
5726,82.0
5727,80.0
5728,79.0
5729,80.0
5730,74.0
5731,74.0
5732,78.0
5733,74.0
5734,69.0
5735,71.0
5736,63.0
5737,65.0
5738,70.0
5739,65.0
5740,62.0
5741,62.0
5742,59.0
5743,59.0
5744,59.0
5745,53.0
5746,52.0
5747,48.0
5748,45.0
5749,46.0
5750,48.0
5751,42.0
5752,39.0
5753,40.0
5754,36.0
5755,37.0
5756,36.0
5757,36.0
5758,32.0
5759,30.0
5760,30.0
5761,31.0
5762,30.0
5763,28.0
5764,27.0
5765,24.0
5766,22.0
5767,21.0
5768,22.0
5769,21.0
5770,18.0
5771,17.0
5772,16.0
5773,15.0
5774,16.0
5775,16.0
5776,15.0
5777,14.0
5778,15.0
5779,14.0
5780,15.0
5781,15.0
5782,14.0
5783,13.0
5784,14.0
5785,14.0
5786,14.0
5787,12.0
5788,12.0
5789,11.0
5790,11.0
5791,11.0
5792,10.0
5793,12.0
5794,11.0
5795,11.0
5796,11.0
5797,10.0
5798,11.0
5799,10.0
5800,12.0
5801,11.0
5802,12.0
5803,14.0
5804,15.0
5805,14.0
5806,14.0
5807,13.0
5808,12.0
5809,12.0
5810,14.0
5811,16.0
5812,16.0
5813,17.0
5814,20.0
5815,25.0
5816,27.0
5817,30.0
5818,27.0
5819,27.0
5820,28.0
5821,29.0
5822,34.0
5823,37.0
5824,39.0
5825,44.0
5826,53.0
5827,62.0
5828,73.0
5829,78.0
5830,80.0
5831,76.0
5832,77.0
5833,88.0
5834,99.0
5835,112.0
5836,114.0
5837,119.0
5838,126.0
5839,136.0
5840,136.0
5841,143.0
5842,129.0
5843,128.0
5844,134.0
5845,136.0
5846,128.0
5847,143.0
5848,145.0
5849,133.0
5850,143.0
5851,137.0
5852,142.0
5853,141.0
5854,135.0
5855,128.0
5856,123.0
5857,132.0
5858,126.0
5859,130.0
5860,132.0
5861,124.0
5862,130.0
5863,119.0
5864,126.0
5865,124.0
5866,123.0
5867,123.0
5868,119.0
5869,122.0
5870,124.0
5871,120.0
5872,126.0
5873,115.0
5874,126.0
5875,129.0
5876,128.0
5877,126.0
5878,127.0
5879,120.0
5880,119.0
5881,122.0
5882,122.0
5883,128.0
5884,126.0
5885,121.0
5886,122.0
5887,132.0
5888,134.0
5889,124.0
5890,130.0
5891,130.0
5892,124.0
5893,135.0
5894,126.0
5895,132.0
5896,127.0
5897,127.0
5898,130.0
5899,127.0
5900,143.0
5901,138.0
5902,135.0
5903,131.0
5904,132.0
5905,135.0
5906,135.0
5907,139.0
5908,140.0
5909,135.0
5910,134.0
5911,134.0
5912,138.0
5913,137.0
5914,138.0
5915,136.0
5916,134.0
5917,143.0
5918,143.0
5919,144.0
5920,137.0
5921,138.0
5922,142.0
5923,139.0
5924,138.0
5925,144.0
5926,143.0
5927,135.0
5928,144.0
5929,143.0
5930,147.0
5931,161.0
5932,140.0
5933,144.0
5934,156.0
5935,159.0
5936,158.0
5937,157.0
5938,154.0
5939,145.0
5940,137.0
5941,157.0
5942,162.0
5943,160.0
5944,148.0
5945,151.0
5946,156.0
5947,155.0
5948,158.0
5949,158.0
5950,157.0
5951,145.0
5952,148.0
5953,142.0
5954,144.0
5955,144.0
5956,146.0
5957,145.0
5958,144.0
5959,141.0
5960,142.0
5961,139.0
5962,142.0
5963,136.0
5964,137.0
5965,141.0
5966,140.0
5967,134.0
5968,130.0
5969,132.0
5970,142.0
5971,137.0
5972,131.0
5973,136.0
5974,131.0
5975,131.0
5976,137.0
5977,129.0
5978,136.0
5979,134.0
5980,132.0
5981,132.0
5982,129.0
5983,124.0
5984,135.0
5985,132.0
5986,131.0
5987,127.0
5988,120.0
5989,116.0
5990,124.0
5991,126.0
5992,120.0
5993,118.0
5994,113.0
5995,114.0
5996,115.0
5997,106.0
5998,104.0
5999,102.0
6000,102.0
6001,99.0
6002,103.0
6003,102.0
6004,98.0
6005,101.0
6006,94.0
6007,93.0
6008,97.0
6009,95.0
6010,94.0
6011,94.0
6012,93.0
6013,91.0
6014,94.0
6015,92.0
6016,88.0
6017,88.0
6018,91.0
6019,87.0
6020,90.0
6021,88.0
6022,85.0
6023,82.0
6024,78.0
6025,87.0
6026,81.0
6027,85.0
6028,83.0
6029,81.0
6030,78.0
6031,78.0
6032,79.0
6033,75.0
6034,72.0
6035,68.0
6036,67.0
6037,65.0
6038,66.0
6039,63.0
6040,59.0
6041,58.0
6042,54.0
6043,54.0
6044,54.0
6045,51.0
6046,47.0
6047,46.0
6048,46.0
6049,44.0
6050,46.0
6051,44.0
6052,40.0
6053,36.0
6054,36.0
6055,36.0
6056,34.0
6057,32.0
6058,29.0
6059,29.0
6060,28.0
6061,26.0
6062,27.0
6063,26.0
6064,25.0
6065,24.0
6066,23.0
6067,24.0
6068,25.0
6069,24.0
6070,23.0
6071,22.0
6072,23.0
6073,20.0
6074,22.0
6075,21.0
6076,20.0
6077,16.0
6078,16.0
6079,16.0
6080,16.0
6081,15.0
6082,15.0
6083,16.0
6084,14.0
6085,14.0
6086,14.0
6087,13.0
6088,14.0
6089,13.0
6090,12.0
6091,13.0
6092,13.0
6093,13.0
6094,12.0
6095,10.0
6096,11.0
6097,11.0
6098,12.0
6099,13.0
6100,12.0
6101,12.0
6102,13.0
6103,16.0
6104,15.0
6105,17.0
6106,16.0
6107,17.0
6108,15.0
6109,18.0
6110,18.0
6111,20.0
6112,21.0
6113,22.0
6114,26.0
6115,28.0
6116,32.0
6117,32.0
6118,31.0
6119,29.0
6120,30.0
6121,33.0
6122,37.0
6123,43.0
6124,49.0
6125,48.0
6126,50.0
6127,54.0
6128,60.0
6129,62.0
6130,60.0
6131,58.0
6132,56.0
6133,57.0
6134,64.0
6135,69.0
6136,75.0
6137,78.0
6138,77.0
6139,81.0
